District Name,SPED_ENR_N,TOTAL_ENR,SPED_PROP,PS_RCGT80_%,PS_RC4079_%,PS_RCL40_%,PS_SSOS_%,PS_PSS_%,PS_MUK_%,RB,RB_PROP,RI,RI_PROP,RA,RA_PROP,RF,RF_PROP,RH,RH_PROP,RD,RD_PROP,RP,RP_PROP,RT,RT_PROP,RW,RW_PROP,state,urban code,city,Cluster
jefferson union high,488.0,4155.0,0.1174488567990373,51.2,27.5,14.8,6.6,0.0,0,16,0.0327868852459016,0,0.0,34,0.0696721311475409,83,0.1700819672131147,222,0.4549180327868852,0,0.0,0,0.0,41,0.0840163934426229,86,0.1762295081967213,CA,43,PAICINES,2
jurupa unified,2335.0,18015.0,0.1296142103802386,57.2,14.9,21.5,2.8,3.6,0,64,0.0274089935760171,0,0.0,23,0.0098501070663811,0,0.0,2006,0.859100642398287,26,0.0111349036402569,0,0.0,21,0.0089935760171306,174,0.0745182012847965,CA,23,TRACY,1
kings county office of education,502.0,363.0,1.3829201101928374,1.4,2.8,37.1,26.3,32.5,0,20,0.0398406374501992,0,0.0,0,0.0,11,0.0219123505976095,349,0.6952191235059761,0,0.0,0,0.0,16,0.0318725099601593,86,0.1713147410358565,CA,21,DALY CITY,3
la mesa-spring valley,2099.0,11032.0,0.1902646845540246,50.1,27.9,12.1,0.7,9.2,0,189,0.0900428775607432,0,0.0,32,0.0152453549309194,42,0.0200095283468318,1202,0.5726536445926632,0,0.0,0,0.0,157,0.0747975226298237,464,0.2210576464983325,CA,21,RIVERSIDE,2
lake elsinore unified,3291.0,21257.0,0.1548195888413228,55.2,18.3,20.0,0.9,5.6,0,191,0.0580370707991491,12,0.0036463081130355,40,0.0121543603767851,35,0.010635065329687,2175,0.6608933454876937,15,0.0045578851412944,0,0.0,151,0.045882710422364,663,0.2014585232452142,CA,32,HANFORD,1
lake tahoe unified,497.0,3604.0,0.1379023307436182,76.5,8.9,9.3,0.8,4.6,0,0,0.0,0,0.0,0,0.0,0,0.0,278,0.5593561368209256,0,0.0,0,0.0,18,0.0362173038229376,179,0.3601609657947686,CA,21,LA MESA,0
lancaster elementary,2355.0,14837.0,0.1587248095976275,59.7,6.4,25.7,1.6,6.7,0,794,0.3371549893842887,46,0.0195329087048832,27,0.0114649681528662,19,0.0080679405520169,550,0.2335456475583864,17,0.0072186836518046,16,0.0067940552016985,114,0.0484076433121019,772,0.3278131634819533,CA,22,LAKE ELSINORE,1
las virgenes unified,1171.0,9660.0,0.1212215320910973,45.0,41.3,6.7,1.4,5.6,0,29,0.0247651579846285,0,0.0,44,0.0375747224594363,0,0.0,215,0.1836037574722459,43,0.0367207514944491,0,0.0,84,0.0717335610589239,746,0.637062339880444,CA,32,SOUTH LAKE TAHOE,2
lawndale elementary,774.0,4910.0,0.1576374745417515,59.9,13.4,13.4,0.9,12.3,0,82,0.1059431524547803,0,0.0,20,0.0258397932816537,0,0.0,607,0.7842377260981912,11,0.0142118863049095,0,0.0,15,0.0193798449612403,29,0.0374677002583979,CA,21,LANCASTER,1
liberty union high,1271.0,8241.0,0.154228855721393,40.9,39.4,17.5,2.2,0.0,0,198,0.1557828481510621,0,0.0,36,0.028324154209284,31,0.024390243902439,501,0.3941778127458694,19,0.014948859166011,0,0.0,70,0.05507474429583,402,0.3162863886703383,CA,22,CALABASAS,2
lincoln unified,1169.0,8773.0,0.1332497435312891,57.6,23.1,13.8,0.9,4.6,0,191,0.1633875106928999,0,0.0,64,0.0547476475620188,24,0.020530367835757,642,0.5491873396065012,0,0.0,0,0.0,70,0.059880239520958,164,0.1402908468776732,CA,21,LAWNDALE,2
live oak elementary,275.0,1675.0,0.1641791044776119,69.5,11.6,10.9,0.7,7.3,0,0,0.0,0,0.0,0,0.0,0,0.0,181,0.6581818181818182,0,0.0,0,0.0,0,0.0,70,0.2545454545454545,CA,22,BRENTWOOD,0
lodi unified,4903.0,30068.0,0.1630637222296128,53.6,9.0,27.9,2.0,7.6,0,438,0.0893330613909851,12,0.0024474811339995,664,0.1354272894146441,127,0.0259025086681623,2479,0.5056088109320824,136,0.027738119518662,40,0.0081582704466653,179,0.0365082602488272,828,0.1688761982459718,CA,11,STOCKTON,1
lompoc unified,1623.0,9413.0,0.1724211197280357,65.6,21.0,10.7,1.0,1.6,0,48,0.0295748613678373,12,0.0073937153419593,15,0.0092421441774491,0,0.0,1173,0.722735674676525,13,0.0080098582871226,0,0.0,69,0.0425138632162661,282,0.1737523105360443,CA,22,SANTA CRUZ,0
long beach unified,9570.0,64267.0,0.1489100160268878,59.9,9.2,20.9,3.1,6.9,0,1532,0.1600835945663531,20,0.0020898641588296,474,0.0495297805642633,185,0.0193312434691745,5764,0.6022988505747127,0,0.0,73,0.0076280041797283,429,0.0448275862068965,1091,0.1140020898641588,CA,23,LODI,1
los alamitos unified,1197.0,8931.0,0.1340275445078938,67.2,14.4,11.7,1.3,5.5,0,27,0.0225563909774436,0,0.0,113,0.0944026733500417,27,0.0225563909774436,411,0.3433583959899749,26,0.0217209690893901,0,0.0,128,0.1069340016708437,460,0.3842940685045948,CA,23,LOMPOC,0
los angeles county office of education,1463.0,8680.0,0.1685483870967742,78.7,4.9,2.9,13.3,0.3,0,273,0.1866028708133971,0,0.0,0,0.0,0,0.0,1021,0.6978810663021189,16,0.0109364319890635,0,0.0,30,0.0205058099794941,103,0.0704032809295967,CA,11,LONG BEACH,0
los angeles unified,83528.0,529902.0,0.1576291465214322,60.8,11.8,15.0,3.6,8.8,0,7528,0.0901254669092998,98,0.0011732592663537,1527,0.0182812948951249,926,0.0110861028637103,62536,0.7486830763336845,2894,0.0346470644574274,95,0.0011373431663633,1298,0.0155396992625227,6626,0.0793266928455128,CA,21,LOS ALAMITOS,1
lucerne valley unified,1705.0,12716.0,0.1340830449826989,90.1,6.1,2.8,0.5,0.5,0,163,0.0956011730205278,0,0.0,18,0.0105571847507331,0,0.0,934,0.547800586510264,42,0.0246334310850439,0,0.0,84,0.0492668621700879,443,0.2598240469208211,CA,21,DOWNEY,0
lucia mar unified,1547.0,9621.0,0.1607940962477912,58.0,21.1,14.0,0.2,6.7,0,0,0.0,0,0.0,0,0.0,12,0.0077569489334195,871,0.5630252100840336,13,0.0084033613445378,0,0.0,58,0.037491919844861,577,0.3729799612152553,CA,11,LOS ANGELES,1
maricopa unified,1469.0,14535.0,0.1010663914688682,92.0,5.4,2.0,0.1,0.4,0,80,0.0544588155207624,0,0.0,31,0.0211027910142954,11,0.0074880871341048,619,0.4213750850918992,13,0.0088495575221238,0,0.0,107,0.0728386657590197,596,0.40571817562968,CA,42,LUCERNE VALLEY,0
martinez unified,636.0,3771.0,0.1686555290373906,52.5,23.4,16.4,2.5,5.2,0,17,0.0267295597484276,0,0.0,18,0.0283018867924528,14,0.0220125786163522,217,0.3411949685534591,19,0.0298742138364779,0,0.0,60,0.0943396226415094,287,0.4512578616352201,CA,31,ARROYO GRANDE,2
marysville joint unified,1617.0,10539.0,0.1534301167093652,63.1,21.0,6.7,0.9,8.2,0,72,0.0445269016697588,33,0.0204081632653061,91,0.0562770562770562,0,0.0,700,0.4329004329004329,25,0.015460729746444,0,0.0,86,0.0531849103277674,600,0.3710575139146567,CA,41,MARICOPA,1
merced city elementary,1004.0,11013.0,0.0911649868337419,71.1,11.1,12.1,2.1,3.7,0,63,0.0627490039840637,0,0.0,64,0.0637450199203187,0,0.0,689,0.6862549800796812,18,0.0179282868525896,0,0.0,35,0.0348605577689243,125,0.1245019920318725,CA,21,MARTINEZ,0
merced union high,1217.0,11120.0,0.1094424460431654,74.1,24.5,1.4,0.0,0.0,0,65,0.0534100246507806,0,0.0,45,0.0369761709120788,0,0.0,911,0.7485620377978636,0,0.0,0,0.0,11,0.0090386195562859,166,0.1364009860312243,CA,23,MARYSVILLE,0
milpitas unified,1013.0,10199.0,0.0993234630846161,45.7,22.5,24.2,1.1,6.5,0,50,0.0493583415597235,0,0.0,327,0.3228035538005923,124,0.1224086870681145,368,0.3632773938795656,0,0.0,0,0.0,75,0.0740375123395853,52,0.0513326752221125,CA,13,MERCED,1
modesto city elementary,2141.0,15270.0,0.1402095612311722,61.8,8.8,16.5,1.5,11.4,0,55,0.0256889304063521,0,0.0,48,0.0224194301728164,0,0.0,1512,0.7062120504437179,39,0.0182157870154133,0,0.0,107,0.0499766464269033,364,0.170014012143858,CA,13,ATWATER,1
modesto city high,2082.0,16161.0,0.1288286615927232,57.1,28.6,11.9,2.4,0.0,0,71,0.0341018251681075,13,0.0062439961575408,62,0.0297790585975024,17,0.0081652257444764,1337,0.6421709894332372,81,0.0389048991354466,0,0.0,96,0.0461095100864553,399,0.1916426512968299,CA,13,MILPITAS,2
monrovia unified,680.0,4935.0,0.1377912867274569,53.4,20.4,18.7,1.0,6.5,0,39,0.0573529411764705,0,0.0,40,0.0588235294117647,0,0.0,474,0.6970588235294117,0,0.0,0,0.0,27,0.0397058823529411,87,0.1279411764705882,CA,12,MODESTO,1
monterey county office of education,527.0,1853.0,0.2844036697247706,37.0,2.1,36.8,17.3,6.8,0,0,0.0,0,0.0,0,0.0,0,0.0,389,0.7381404174573055,0,0.0,0,0.0,15,0.0284629981024667,85,0.1612903225806451,CA,12,MODESTO,3
monterey peninsula unified,1667.0,9836.0,0.1694794631964213,61.1,9.8,20.0,0.5,8.5,0,86,0.0515896820635872,0,0.0,64,0.0383923215356928,38,0.0227954409118176,1048,0.6286742651469706,12,0.0071985602879424,13,0.0077984403119376,73,0.0437912417516496,328,0.1967606478704259,CA,21,MONROVIA,1
moraga elementary,212.0,1775.0,0.1194366197183098,82.1,5.2,3.3,2.8,6.6,0,0,0.0,0,0.0,13,0.0613207547169811,0,0.0,36,0.1698113207547169,0,0.0,0,0.0,29,0.1367924528301886,118,0.5566037735849056,CA,12,SALINAS,0
moreno valley unified,4763.0,31344.0,0.1519589076059214,60.2,12.8,21.8,4.4,0.8,0,703,0.1475960529078312,15,0.0031492756665966,66,0.0138568129330254,29,0.0060885996220869,3480,0.7306319546504304,41,0.0086080201553642,25,0.0052487927776611,118,0.0247743019105605,286,0.0600461893764434,CA,22,MONTEREY,1
morongo unified,1263.0,7359.0,0.1716265796983286,49.7,26.7,18.4,1.0,4.3,0,132,0.1045130641330166,14,0.0110847189231987,12,0.009501187648456,12,0.009501187648456,456,0.3610451306413301,0,0.0,0,0.0,38,0.0300870942201108,586,0.4639746634996041,CA,21,MORAGA,2
mountain empire unified,623.0,4284.0,0.1454248366013072,77.0,13.5,7.1,0.8,1.6,0,25,0.0401284109149277,21,0.0337078651685393,0,0.0,0,0.0,320,0.5136436597110754,0,0.0,0,0.0,45,0.0722311396468699,201,0.3226324237560192,CA,21,MORENO VALLEY,0
mountain view elementary,1003.0,7798.0,0.128622723775327,56.0,6.3,22.1,1.7,14.0,0,0,0.0,0,0.0,27,0.0269192422731804,0,0.0,616,0.6141575274177468,0,0.0,0,0.0,0,0.0,0,0.0,CA,41,TWENTYNINE PALMS,1
mt. diablo unified,4161.0,30010.0,0.1386537820726424,57.1,13.4,19.7,5.5,4.3,0,219,0.0526315789473684,0,0.0,221,0.0531122326363854,144,0.0346070656092285,2011,0.483297284306657,143,0.03436673876472,17,0.004085556356645,280,0.0672915164623888,1119,0.2689257390050468,CA,42,PINE VALLEY,1
murrieta valley unified,4307.0,22317.0,0.1929918895908948,57.0,18.2,19.2,0.6,5.0,0,299,0.0694218713721848,14,0.0032505224053865,91,0.0211283956350127,115,0.0267007197585326,1943,0.4511260738332946,76,0.0176456930578128,24,0.0055723241235198,350,0.0812630601346645,1395,0.3238913396795914,CA,12,ONTARIO,1
napa valley unified,2358.0,16393.0,0.1438418837308607,57.4,18.7,14.7,1.2,8.0,0,51,0.0216284987277353,0,0.0,31,0.0131467345207803,97,0.0411365564037319,1499,0.6357082273112807,0,0.0,0,0.0,88,0.0373197625106022,578,0.2451229855810008,CA,21,EL MONTE,1
natomas unified,2245.0,16813.0,0.1335276274311544,73.0,4.7,15.0,1.4,6.0,0,586,0.2610244988864142,0,0.0,249,0.110913140311804,53,0.0236080178173719,820,0.3652561247216035,0,0.0,14,0.0062360801781737,207,0.0922048997772828,304,0.1354120267260579,CA,21,CONCORD,0
new haven unified,1183.0,10052.0,0.1176880222841225,55.8,19.9,19.3,0.8,4.2,0,83,0.070160608622147,0,0.0,202,0.1707523245984784,156,0.1318681318681318,569,0.4809805579036348,0,0.0,18,0.0152155536770921,55,0.0464919695688926,89,0.0752324598478444,CA,41,MURRIETA,1
new jerusalem elementary,871.0,6888.0,0.126451800232288,86.3,8.8,3.4,1.3,0.1,0,111,0.1274397244546498,0,0.0,30,0.0344431687715269,13,0.0149253731343283,437,0.5017221584385764,0,0.0,0,0.0,65,0.0746268656716417,205,0.235361653272101,CA,13,NAPA,0
newark unified,713.0,4828.0,0.1476801988400994,60.0,11.6,21.7,1.5,5.0,0,20,0.0280504908835904,0,0.0,80,0.1122019635343618,32,0.0448807854137447,441,0.6185133239831697,13,0.0182328190743338,0,0.0,45,0.0631136044880785,71,0.0995792426367461,CA,41,SACRAMENTO,1
newport-mesa unified,2602.0,17768.0,0.1464430436740207,56.1,22.1,12.9,2.8,6.0,0,37,0.0142198308993082,0,0.0,76,0.0292083013066871,19,0.0073020753266717,1421,0.5461183704842429,30,0.0115295926210607,0,0.0,133,0.0511145272867025,872,0.3351268255188316,CA,21,UNION CITY,1
north monterey county unified,598.0,4435.0,0.134836527621195,75.9,6.5,15.1,0.3,2.2,0,0,0.0,0,0.0,0,0.0,0,0.0,517,0.8645484949832776,0,0.0,0,0.0,0,0.0,66,0.1103678929765886,CA,42,TRACY,0
norwalk-la mirada unified,2268.0,15052.0,0.1506776508105235,55.3,15.6,21.6,1.2,6.3,0,64,0.0282186948853615,0,0.0,56,0.0246913580246913,49,0.0216049382716049,1872,0.8253968253968254,29,0.0127865961199294,0,0.0,38,0.0167548500881834,151,0.0665784832451499,CA,21,NEWARK,1
novato unified,937.0,7475.0,0.1253511705685618,62.3,12.2,11.6,5.1,8.8,0,29,0.0309498399146211,0,0.0,26,0.0277481323372465,0,0.0,485,0.5176093916755603,0,0.0,0,0.0,60,0.064034151547492,321,0.3425827107790822,CA,12,COSTA MESA,1
oak grove elementary,1125.0,8714.0,0.1291025935276566,49.6,12.4,23.6,2.3,12.2,0,37,0.0328888888888888,0,0.0,171,0.152,32,0.0284444444444444,661,0.5875555555555556,0,0.0,0,0.0,62,0.0551111111111111,152,0.1351111111111111,CA,22,MOSS LANDING,1
oakdale joint unified,777.0,5173.0,0.1502029769959404,63.6,18.8,11.2,1.5,4.9,0,16,0.0205920205920205,0,0.0,0,0.0,0,0.0,340,0.4375804375804376,0,0.0,0,0.0,34,0.0437580437580437,371,0.4774774774774775,CA,21,NORWALK,1
oakland unified,7248.0,45086.0,0.1607594375194073,66.0,7.5,20.2,1.8,4.5,0,2104,0.2902869757174393,17,0.0023454746136865,455,0.0627759381898454,46,0.0063465783664459,3476,0.4795805739514349,205,0.0282836644591611,31,0.0042770419426048,379,0.0522902869757174,535,0.0738134657836644,CA,22,NOVATO,1
oakley union elementary,881.0,5098.0,0.1728128677912907,48.1,31.0,9.5,1.1,10.2,0,111,0.1259931895573212,0,0.0,32,0.0363223609534619,35,0.039727582292849,442,0.5017026106696936,0,0.0,0,0.0,38,0.043132803632236,212,0.2406356413166855,CA,11,SAN JOSE,2
ocean view,1280.0,8975.0,0.1426183844011142,48.3,14.3,25.3,0.8,11.3,0,25,0.01953125,0,0.0,130,0.1015625,0,0.0,499,0.38984375,15,0.01171875,0,0.0,35,0.02734375,302,0.2359375,CA,31,OAKDALE,1
oceanside unified,3121.0,17839.0,0.1749537530130612,56.8,22.1,13.4,1.3,6.4,0,150,0.0480615187439923,14,0.0044857417494392,33,0.0105735341236783,40,0.0128164049983979,1924,0.6164690804229414,35,0.0112143543735982,33,0.0105735341236783,189,0.0605575136174303,703,0.2252483178468439,CA,11,OAKLAND,1
orange county department of education,1782.0,13251.0,0.1344804165723341,67.9,6.5,18.8,6.0,0.8,0,67,0.0375982042648709,17,0.0095398428731762,121,0.0679012345679012,27,0.0151515151515151,1010,0.5667789001122334,42,0.0235690235690235,0,0.0,78,0.0437710437710437,415,0.2328843995510662,CA,22,OAKLEY,0
orange unified,3403.0,25364.0,0.1341665352468065,61.6,18.1,12.5,1.5,6.3,0,55,0.0161622098148692,0,0.0,149,0.0437848956802821,55,0.0161622098148692,2221,0.6526594181604467,70,0.0205700852189244,0,0.0,102,0.0299735527475756,738,0.216867469879518,CA,21,HUNTINGTON BEACH,1
orinda union elementary,247.0,2554.0,0.0967110415035238,92.7,3.2,0.4,2.0,1.6,0,0,0.0,0,0.0,23,0.0931174089068826,0,0.0,24,0.097165991902834,0,0.0,0,0.0,31,0.1255060728744939,151,0.611336032388664,CA,21,OCEANSIDE,0
pacific grove unified,253.0,1727.0,0.1464968152866242,70.4,18.2,6.3,0.8,4.3,0,11,0.0434782608695652,0,0.0,14,0.0553359683794466,0,0.0,78,0.308300395256917,0,0.0,0,0.0,0,0.0,117,0.4624505928853755,CA,12,COSTA MESA,0
pajaro valley unified,2840.0,17520.0,0.1621004566210045,60.0,14.8,18.0,1.0,6.2,0,0,0.0,0,0.0,11,0.0038732394366197,0,0.0,2463,0.8672535211267606,0,0.0,0,0.0,37,0.0130281690140845,305,0.1073943661971831,CA,12,ORANGE,1
palmdale elementary,3346.0,21205.0,0.1577929733553407,57.8,8.6,29.3,2.2,2.1,0,602,0.1799163179916318,44,0.0131500298864315,0,0.0,12,0.0035863717872086,2411,0.7205618649133293,0,0.0,0,0.0,74,0.022115959354453,182,0.0543933054393305,CA,21,ORINDA,1
palo alto unified,1116.0,10271.0,0.1086554376399571,65.5,19.0,10.4,1.3,3.8,0,52,0.046594982078853,0,0.0,241,0.2159498207885304,0,0.0,381,0.3413978494623655,0,0.0,22,0.0197132616487455,89,0.0797491039426523,324,0.2903225806451613,CA,22,PACIFIC GROVE,0
palos verdes peninsula unified,1275.0,10393.0,0.1226787260656211,75.1,9.2,9.2,2.2,4.3,0,38,0.0298039215686274,0,0.0,196,0.1537254901960784,20,0.0156862745098039,279,0.2188235294117647,12,0.0094117647058823,0,0.0,145,0.1137254901960784,582,0.4564705882352941,CA,13,WATSONVILLE,0
panama-buena vista union,2744.0,19369.0,0.1416696783520057,52.9,11.2,23.2,0.3,12.4,0,253,0.092201166180758,13,0.004737609329446,150,0.0546647230320699,20,0.0072886297376093,1727,0.6293731778425656,96,0.0349854227405247,0,0.0,54,0.0196793002915451,423,0.1541545189504373,CA,21,PALMDALE,1
paramount unified,1744.0,12042.0,0.1448264407905663,54.4,8.8,30.0,2.2,4.6,0,174,0.0997706422018348,0,0.0,17,0.0097477064220183,0,0.0,1492,0.8555045871559633,0,0.0,0,0.0,25,0.0143348623853211,22,0.0126146788990825,CA,13,PALO ALTO,1
pasadena unified,2406.0,15219.0,0.1580918588606347,55.0,17.7,18.9,3.9,4.4,0,337,0.1400665004156276,0,0.0,73,0.0303408146300914,39,0.0162094763092269,1443,0.5997506234413965,38,0.0157938487115544,0,0.0,90,0.0374064837905236,377,0.156691604322527,CA,21,PALOS VERDES ESTATES,1
paso robles joint unified,1020.0,6252.0,0.1631477927063339,56.1,19.5,14.2,0.1,10.1,0,0,0.0,0,0.0,0,0.0,0,0.0,623,0.6107843137254902,18,0.0176470588235294,0,0.0,34,0.0333333333333333,331,0.3245098039215686,CA,11,BAKERSFIELD,1
patterson joint unified,1085.0,6138.0,0.1767676767676767,47.8,23.4,23.2,0.9,4.6,0,48,0.0442396313364055,0,0.0,20,0.0184331797235023,0,0.0,851,0.784331797235023,33,0.0304147465437788,0,0.0,23,0.0211981566820276,88,0.0811059907834101,CA,13,PARAMOUNT,2
perris union high,1852.0,11973.0,0.1546813664077507,47.8,29.3,19.3,3.6,0.0,0,172,0.0928725701943844,0,0.0,11,0.0059395248380129,28,0.0151187904967602,1248,0.673866090712743,0,0.0,0,0.0,78,0.0421166306695464,297,0.1603671706263499,CA,12,PASADENA,2
petaluma city elementary,577.0,2457.0,0.2348392348392348,53.2,3.6,29.1,0.7,13.3,0,0,0.0,0,0.0,0,0.0,0,0.0,221,0.3830155979202773,0,0.0,0,0.0,30,0.0519930675909878,296,0.512998266897747,CA,13,PASO ROBLES,1
petaluma joint union high,799.0,4931.0,0.1620360981545325,58.4,32.9,3.6,5.0,0.0,0,0,0.0,0,0.0,13,0.016270337922403,0,0.0,374,0.4680851063829787,0,0.0,0,0.0,31,0.0387984981226533,358,0.4480600750938673,CA,31,PATTERSON,2
pittsburg unified,1405.0,10709.0,0.1311980577084695,59.5,14.4,18.3,1.9,5.9,0,290,0.2064056939501779,0,0.0,21,0.0149466192170818,39,0.0277580071174377,900,0.6405693950177936,0,0.0,0,0.0,72,0.0512455516014234,71,0.0505338078291814,CA,21,PERRIS,1
placer county office of education,182.0,410.0,0.4439024390243902,31.9,0.5,45.6,11.0,11.0,0,0,0.0,0,0.0,0,0.0,0,0.0,42,0.2307692307692307,0,0.0,0,0.0,13,0.0714285714285714,101,0.554945054945055,CA,13,PETALUMA,3
pleasant valley,1096.0,6943.0,0.157856834221518,60.6,15.3,16.0,0.3,7.8,0,37,0.0337591240875912,0,0.0,47,0.0428832116788321,31,0.0282846715328467,580,0.5291970802919708,0,0.0,0,0.0,53,0.0483576642335766,345,0.3147810218978102,CA,13,PETALUMA,1
pleasanton unified,1238.0,13696.0,0.0903913551401869,52.6,22.6,15.8,1.9,7.0,0,61,0.0492730210016155,0,0.0,349,0.2819063004846526,20,0.0161550888529886,272,0.2197092084006462,0,0.0,0,0.0,100,0.0807754442649434,423,0.3416801292407108,CA,22,PITTSBURG,1
pomona unified,3217.0,21633.0,0.1487079924189895,43.5,18.5,29.4,2.7,5.9,0,173,0.0537768106931924,0,0.0,87,0.027043829654958,31,0.0096363071184333,2722,0.8461299347217904,47,0.0146098849860118,11,0.0034193347839602,22,0.0068386695679204,119,0.036990985390115,CA,21,AUBURN,1
porterville unified,1161.0,13963.0,0.0831483205614839,60.6,27.5,9.9,0.3,1.6,0,0,0.0,32,0.0275624461670973,12,0.0103359173126615,0,0.0,938,0.8079242032730405,15,0.0129198966408268,0,0.0,16,0.0137812230835486,138,0.1188630490956072,CA,13,CAMARILLO,2
poway unified,5564.0,34935.0,0.1592672105338485,61.2,18.4,13.1,1.2,6.1,0,175,0.0314521926671459,14,0.0025161754133716,747,0.1342559309849029,305,0.0548166786484543,1479,0.2658159597411934,0,0.0,0,0.0,604,0.1085549964054636,2232,0.4011502516175413,CA,13,PLEASANTON,1
redding elementary,516.0,3239.0,0.1593084285273232,62.6,8.7,14.3,1.0,13.4,0,11,0.0213178294573643,22,0.0426356589147286,0,0.0,0,0.0,110,0.2131782945736434,11,0.0213178294573643,0,0.0,34,0.065891472868217,317,0.6143410852713178,CA,12,POMONA,1
redlands unified,3196.0,19920.0,0.1604417670682731,51.2,23.0,19.2,2.3,4.3,0,270,0.0844806007509386,13,0.0040675844806007,121,0.0378598247809762,51,0.0159574468085106,1885,0.5897997496871089,15,0.0046933667083854,0,0.0,169,0.0528785982478097,664,0.2077596996245306,CA,13,PORTERVILLE,2
rincon valley union elementary,549.0,3112.0,0.176413881748072,55.6,3.6,24.0,0.7,16.0,0,11,0.0200364298724954,13,0.02367941712204,16,0.029143897996357,0,0.0,219,0.3989071038251366,15,0.0273224043715847,0,0.0,43,0.0783242258652094,218,0.3970856102003643,CA,11,POWAY,1
